batter,pitch_type,pitch_name,family,pitches,whiff,slg,xwoba
663611,SL,Slider,Breaking,48,0.16,0.42857142857142855,0.384144
663616,FF,4-Seam FB,Fastball,484,0.13025210084033614,0.49295774647887325,0.36032155844155844
663616,SI,Sinker,Fastball,255,0.16666666666666666,0.5576923076923077,0.40622482758620687
663616,CH,Changeup,Offspeed,244,0.36538461538461536,0.22448979591836735,0.2143688
663616,SL,Slider,Breaking,224,0.43157894736842106,0.4722222222222222,0.30715976744186047
663616,CU,Curveball,Breaking,139,0.3448275862068966,0.4,0.3156577586206896
663616,ST,Sweeper,Breaking,130,0.4090909090909091,0.5,0.34092923076923076
663616,FC,Cutter,Fastball,114,0.13333333333333333,0.391304347826087,0.3431155357142857
663616,FS,Splitter,Offspeed,105,0.49019607843137253,0.2916666666666667,0.26963857142857145
663616,KC,Knuckle-Curve,Breaking,42,0.3333333333333333,0.38461538461538464,0.1604615384615385
663624,FF,4-Seam FB,Fastball,30,0.2777777777777778,0.16666666666666666,0.34957333333333335
663624,SI,Sinker,Fastball,25,0.0,0.5,0.895
663647,FF,4-Seam FB,Fastball,261,0.21428571428571427,0.20588235294117646,0.28550270270270267
663647,SI,Sinker,Fastball,208,0.1368421052631579,0.4909090909090909,0.3941133333333333
663647,ST,Sweeper,Breaking,113,0.36,0.20689655172413793,0.2043448275862069
663647,SL,Slider,Breaking,88,0.3611111111111111,0.043478260869565216,0.33694312500000007
663647,CU,Curveball,Breaking,67,0.3333333333333333,0.0,0.16576470588235295
663647,FC,Cutter,Fastball,66,0.24242424242424243,0.058823529411764705,0.1771385294117647
663647,CH,Changeup,Offspeed,62,0.35714285714285715,0.23076923076923078,0.32775000000000004
663656,FF,4-Seam FB,Fastball,733,0.1994750656167979,0.4371584699453552,0.37034036057692316
663656,SL,Slider,Breaking,357,0.29518072289156627,0.3064516129032258,0.3171352857142857
663656,CH,Changeup,Offspeed,355,0.26436781609195403,0.2976190476190476,0.24626711111111116
663656,SI,Sinker,Fastball,325,0.08284023668639054,0.3698630136986301,0.3376947619047619
663656,FC,Cutter,Fastball,210,0.1588785046728972,0.5106382978723404,0.35176320000000005
